115	2199	1986	0.07	0.06	0.09	0.11	0.16	0.18	0.16	0.16	0.15	0.12	0.08	0.05	0.18	355	94	1	33.819443	-116.489998	171
116	2199	1987	0.06	0.06	0.08	0.14	0.14	0.17	0.16	0.16	0.14	0.12	0.05	0.06	0.17	359	99	1	33.819443	-116.489998	171
117	2199	1988	0.06	0.07	0.13	0.16	0.19	0.18	0.16	0.2	0.15	0.11	0.09	0.04	0.2	360	100	1	33.819443	-116.489998	171
118	2199	1989	0.05	0.11	0.15	0.13	0.14	0.18	0.19	0.15	0.13	0.14	0.08	0.07	0.19	363	100	1	33.819443	-116.489998	171
119	2199	1990	0.06	0.08	0.12	0.15	0.13	0.17	0.15	0.14	0.17	0.13	0.09	0.06	0.17	361	99	1	33.819443	-116.489998	171
120	2199	1991	0.06	0.08	0.07	0.09	0.14	0.18	0.17	0.18	0.13	0.13	0.06	0.05	0.18	364	100	1	33.819443	-116.489998	171
121	2199	1992	0.04	0.07	0.08	0.13	0.09	0.14	0.14	0.15	0.15	0.11	0.08	0.05	0.15	330	86	1	33.819443	-116.489998	171
122	2199	1993	0.05	0.06	0.09	0.13	0.13	0.15	0.15	0.17	0.14	0.1	0.07	0.06	0.17	364	99	1	33.819443	-116.489998	171
123	2199	1994	0.042	0.069	0.103	0.13	0.112	0.149	0.165	0.158	0.118	0.115	0.063	0.047	0.165	360	99	1	33.819443	-116.489998	171
124	2199	1995	0.043	0.067	0.094	0.09	0.122	0.15	0.16	0.142	0.111	0.147	0.081	0.081	0.16	359	99	1	33.819443	-116.489998	171
125	2199	1996	0.055	0.058	0.075	0.123	0.16	0.152	0.131	0.132	0.095	0.096	0.058	0.046	0.16	363	99	1	33.819443	-116.489998	171
126	2199	1997	0.05	0.056	0.082	0.098	0.115	0.13	0.155	0.143	0.092	0.095	0.046	0.046	0.155	338	98	1	33.819443	-116.489998	171
127	2199	1998	0.05	0.051	0.077	0.088	0.085	0.122	0.173	0.156	0.123	0.09	0.08	0.05	0.173	350	96	1	33.819443	-116.489998	171
128	2199	1999	0.066	0.064	0.073	0.079	0.109	0.126	0.114	0.1	0.11	0.095	0.068	0.048	0.126	350	95	1	33.819443	-116.489998	171
129	2199	2000	0.048	0.055	0.087	0.098	0.109	0.117	0.113	0.124	0.121	0.081	0.041	0.037	0.124	361	100	1	33.819443	-116.489998	171
130	2199	2001	0.047	0.055	0.09	0.1	0.128	0.127	0.128	0.137	0.107	0.088	0.059	0.053	0.137	365	100	1	33.819443	-116.489998	171
131	2199	2002	0.048	0.067	0.071	0.097	0.106	0.123	0.121	0.136	0.097	0.095	0.072	0.055	0.136	361	99	1	33.819443	-116.489998	171
132	2199	2003	0.057	0.061	0.087	0.084	0.12	0.131	0.141	0.113	0.115	0.098	0.06	0.049	0.141	355	99	1	33.819443	-116.489998	171
133	2199	2004	0.051	0.073	0.077	0.098	0.102	0.125	0.121	0.113	0.092	0.086	0.056	0.043	0.125	358	97	1	33.819443	-116.489998	171
134	2199	2005	0.047	0.062	0.077	0.089	0.127	0.13	0.139	0.112	0.096	0.078	0.06	0.044	0.139	351	96	1	33.819443	-116.489998	171
135	2199	2006	0.058	0.064	0.068	0.093	0.113	0.126	0.125	0.11	0.099	0.079	0.073	0.051	0.126	354	100	1	33.819443	-116.489998	171
136	2249	1980	0.07	0.16	0.1	0.19	0.16	0.21	0.25	0.21	0.31	0.26	0.22	0.13	0.31	352	98	1	33.925278	-117.952225	82
137	2249	1981	0.07	0.2	0.09	0.14	0.2	0.23	0.23	0.27	0.19	0.1	0.07	0.09	0.27	350	94	1	33.925278	-117.952225	82
138	2249	1982	0.08	0.15	0.1	0.11	0.13	0.12	0.23	0.24	0.32	0.18	0.1	0.09	0.32	347	98	1	33.925278	-117.952225	82
